time,price_close_4_Year_CAGR,SPY_close_4_Year_CAGR,QQQ_close_4_Year_CAGR,XLK_close_4_Year_CAGR,XLF_close_4_Year_CAGR,GLD_close_4_Year_CAGR,AGG_close_4_Year_CAGR,DX-Y.NYB_close_4_Year_CAGR,WGMI_close_4_Year_CAGR,realized_price_4_Year_CAGR,thermocap_price_4_Year_CAGR,200_day_ma_price_close_4_Year_CAGR,Lagged_Energy_Value_4_Year_CAGR,price_close_2_Year_CAGR,SPY_close_2_Year_CAGR,QQQ_close_2_Year_CAGR,XLK_close_2_Year_CAGR,XLF_close_2_Year_CAGR,GLD_close_2_Year_CAGR,AGG_close_2_Year_CAGR,DX-Y.NYB_close_2_Year_CAGR,WGMI_close_2_Year_CAGR,realized_price_2_Year_CAGR,thermocap_price_2_Year_CAGR,200_day_ma_price_close_2_Year_CAGR,Lagged_Energy_Value_2_Year_CAGR
2019-06-09,140.0790420188461,10.235864556372952,14.48357311434718,17.248906407367915,9.462111288320596,2.7030557899975216,3.1928412260618044,0.5137242629179362,,101.48032673305241,67.39144088842728,105.37041923052124,103.24606771149081,64.50620571902988,10.800534780855964,14.708427284808035,18.31917812834338,7.60043766147338,2.478815843726423,3.2280392879928455,-0.3398372676980843,,142.59021255340167,112.50708733615129,96.07177571943748,148.13691687083784
2019-06-10,142.5919422771807,10.273337620693468,14.773780802439983,17.53418832082061,9.584270397174821,2.563922096291682,2.9872631116644177,0.46526223311038617,,101.58606962136632,67.42404650827862,105.69437304423501,115.97715697834761,64.89526529388515,11.054460844937907,15.3749357961803,18.92328066834228,8.055751752713558,1.9675366796439775,3.092529956938428,-0.26249859584652757,,141.34624987071248,112.38519483035559,95.56823714777684,162.84177369751953
2019-06-11,142.35422858862208,10.478690823103666,15.049738830122571,17.794994200792004,9.714444043729697,2.540010369143131,3.013420152965285,0.4497318878929901,,101.61465089695537,67.45369750535876,106.0352485468222,110.60343001654003,62.98356384483077,11.040998058375484,15.453657345025217,18.92328066834228,8.075514788441996,1.9064983601687624,3.0831848208978885,-0.2985819859265937,,140.30683907664795,112.24754507467081,95.05816317215408,146.96663038671156
2019-06-12,142.92737345930058,10.429909027358564,14.883147218853775,17.630129549167695,9.44275625319342,2.6728626050609217,3.0461223341750943,0.5301481732367108,,101.70609407152402,67.47808105166162,106.4062043901619,99.94725488612298,73.60396551736426,10.954358231158157,15.429190424308814,18.941482342449323,7.430410348192851,2.2471027593398585,3.14864386619802,-0.07208661165880592,,138.888397486545,112.10332517150152,94.73343596899643,134.50922323558757
2019-06-13,143.36145601296874,10.54364795426077,15.052872479053425,17.71839869076488,9.533540680835095,2.829575998652478,3.1020935411173456,0.5327396097271286,,101.76997997254027,67.50884178702658,106.76358438319058,105.87992550088555,73.86901575106523,10.912183894533634,15.30354029673855,18.694534148914066,7.3225136126607415,2.508378721237303,3.246591917677355,0.015465280851811869,,137.63933377306932,111.99069913126287,94.4015730795758,157.40087751945447
2019-06-14,146.13193418607446,10.631817599353234,15.073494888750606,17.640328606303424,9.714630594457208,2.708255183947439,3.0642527384274088,0.7199594053344471,,101.89082147962094,67.54989183265103,107.16266873097373,116.83739730428368,88.84198863867655,10.921208886930511,15.308988397547196,18.46092762033107,7.353197107237519,2.7740738487153305,3.06812427859553,0.3244156116055219,,137.13703268760526,111.90899381713528,94.25412973034923,175.26945521195415
2019-06-15,143.4435206763735,10.481540914499575,14.917166378142754,17.4469615549272,9.5611624504776,2.8010317143984054,3.021654659732631,0.6695609634481015,,101.94026344632564,67.58550533693366,107.55569737146993,117.47251741615932,91.40379790898288,11.028082135207274,15.565611814522583,18.72709938559216,7.572882932437031,2.9891816107598057,3.1009572971427923,0.07182034960051542,,137.65354559248854,111.82403988744034,94.12014144348558,141.6379907458225
2019-06-16,145.10829925309525,10.436932984240421,14.838087691544356,17.433199670492215,9.59394575572301,2.6811814829798664,3.0192769829956223,0.8558628416556413,,102.05056163888892,67.61231757310149,107.93887126255429,97.67051171163217,90.89742275078787,11.015949930200474,15.81714478563827,18.831280077973812,7.632646144964816,2.980552801287728,3.06812427859553,0.2107680124982414,,137.2111592719813,111.73377389278886,93.94257896237961,131.98988172654902
2019-06-17,147.4051635370639,10.162129552813415,14.595342660167976,17.19652171700181,9.091960698037216,2.3362052970947067,3.0193578265102605,0.9229157162026658,,102.20988245716329,67.64110962561716,108.33889328213786,97.13806334892725,87.36878069307927,11.037062769635497,16.165383120765163,18.878119294094976,7.137583411382931,2.94800243232054,3.054125385588846,0.2056314569715445,,137.1226179391333,111.65109846629613,93.7295954112362,130.1190020983987
2019-06-18,145.93941891964647,10.572304355178241,15.15200579106153,17.9700483380546,9.91555034854783,2.5098919075741133,3.008876607003619,0.9301872789600596,,102.30345799894268,67.68359039027274,108.73871595365144,113.49318560138299,89.35386238542455,11.616883240101284,17.00637840941239,19.95029789130014,7.849734592976376,3.2081365214449376,3.193881600871862,0.24670869871283863,,136.4047023970719,111.60155942496024,93.57053353719793,157.694196282152
2019-06-19,147.76942434355195,10.634655863173247,15.259951985826593,18.076404729772943,9.865281751921561,2.6647723549298563,3.0970507445222673,0.7955383101619473,,102.43080699963146,67.73064204124317,109.1435198268949,120.2954902240799,89.26752635302209,11.28056046787409,16.25789186047475,19.284741765110482,7.200843030175008,3.9171978668830043,3.441225054779995,-0.21041106871670934,,135.89890868508596,111.5378504670641,93.39547924007172,157.6444755227549
2019-06-20,148.38726541922296,10.897978274046928,15.526984051386016,18.506477161771386,9.985811160137192,3.3049797786245616,3.1410531084001825,0.6681595798938345,,102.54147342816479,67.76968250801703,109.55000756422066,114.83991907768231,84.88866290987684,12.18985518794813,17.257275607214574,20.64035593380038,7.898843471915007,5.328504111120047,3.4494844959458204,-0.5745419225807513,,135.19970139867655,111.45793939167427,93.1892551582866,143.20228777312062
2019-06-21,151.51235013833698,10.716110160908322,15.272303029386602,18.123951998671252,9.506183573066917,3.811202518645662,3.201674423152445,0.49718078441836067,,102.70472774653747,67.80420672742149,109.98976653480588,100.16158454096833,93.52546333881651,12.122110649005148,16.594427994115236,20.020838545231513,8.223886774476918,5.525699519138927,3.305372616518154,-0.6891295052799062,,134.9506655689907,111.36661326540928,93.09524808319208,134.35014120409897
2019-06-22,157.07344272995175,10.69653652877911,15.248881658275316,18.103300848540236,9.451765259047896,3.9831955584718193,3.261120895891767,0.20631882826849246,,103.02841742199055,67.84972075484525,110.47726486843831,108.08474060731199,99.55921411914441,12.14749530374295,16.611013101264827,19.999386529015005,8.561840044626967,5.348075922368811,3.2818876597758395,-0.6789501827438427,,134.94886234634248,111.30370226892849,93.05822710074712,143.85685204004682
2019-06-23,158.8415935656039,10.898433216063385,15.39759584284306,18.24129838532682,9.681245561064289,4.052393876963123,3.2206917263503776,0.2509952459772036,,103.18727915828467,67.90770735063857,110.98339629516158,114.64009083975296,99.79680203471418,12.080594601642392,16.387862653873153,19.625799732108717,8.76612985011036,5.122901239095445,3.2725027718951694,-0.5565341586359351,,134.7171896651771,111.24439572834225,93.03698211633747,147.3560036112122
2019-06-24,159.37540474914962,10.948896298002664,15.456182938559326,18.36720544165109,9.735519239446289,4.471387828211726,3.2956587972141627,0.20683740141080875,,103.40871511315974,67.96642653783663,111.50398685635233,115.08681214643674,106.44963366130287,12.011948736944378,16.389736227517425,19.740310914874225,8.546156123404348,5.900603379431857,3.3654077165286234,-0.6806306032575593,,134.85339652214648,111.22557269645496,93.09303082619387,163.62303552050932
2019-06-25,161.4067948665583,10.681116512265865,15.148988591033131,18.070439228403522,9.556120146083291,4.494181314987222,3.3622784591631483,0.18019801369681954,,103.6793569973676,68.01459679868746,112.0396895421342,103.44800342456337,112.94658871457548,11.461292164745561,15.38640663069426,18.63640109838922,8.365823375301273,6.003336790142222,3.3746901633501247,-0.5875427610998352,,135.3239166315425,111.22379020136823,93.23153800314445,160.94479027577808
2019-06-26,166.52419929468277,10.65350186307672,15.282629313246975,18.387255084132036,9.505396972821112,4.253921389787929,3.3042011327979237,0.193216875234703,,104.45247737842283,68.08807055024428,112.62358281653304,121.04736065028492,128.1621480072641,11.369037133062609,15.925576089653681,19.592969998850094,7.972133451312535,5.992309931909179,3.2116698330204585,-0.628063469631579,,137.10872573943314,111.24880965535655,93.52026242207734,157.79555382884521
2019-06-27,158.18230806599877,10.751465444385344,15.392607240752664,18.46322742715958,9.748209710757273,4.228429754875718,3.3762034964214926,0.1880103369557018,,104.68828567864992,68.14252509347429,113.10941005710924,110.81101806677158,109.01486405655056,12.018460747248195,17.214816163917956,20.74244557620264,8.181602736170435,5.739665935137506,3.510769437147765,-0.1452276569548938,,137.5492885040882,111.25249775957293,93.60268088467743,156.71831049005345
2019-06-28,163.13144004555116,11.482798290737017,16.12130987640683,19.098651931026378,10.813300692514272,4.181164130264259,3.212341123254081,0.3515536399020691,,105.03743699821429,68.2030596960811,113.6569245737578,118.20942518099358,119.31259366739337,11.807089493989299,16.4537804187473,19.98548815396326,8.106562151457574,5.842765160519248,3.468701028952892,0.041633290200771,,137.7427650793377,111.22708150327169,93.80203222057916,149.29102734618067
2019-06-29,159.42279482497352,11.424527620479296,16.018142587695007,19.06986044745025,10.710897763772431,4.3430328533416995,3.22894623851957,0.16713716660856637,,105.15679326618717,68.2659256719305,114.18566699198212,119.75770979123675,117.71717199226966,12.301670818004396,17.47762181933046,21.075895504518314,7.733759873585466,6.1018673821728875,3.5677357807359034,0.26108342399238094,,137.5507560461522,111.26138166413733,93.98695421347958,196.9087085893328
2019-06-30,155.15071024884458,11.20235941208878,15.78901935844057,18.869393953235438,10.29478366916814,4.433764855073807,3.294164219311302,-0.046756983442186595,,105.37836485039476,68.31800701539375,114.66089256457175,117.2391352854735,111.18338322990517,12.197121504480911,17.456286249362286,21.131193208170185,7.777418591518481,6.2366355668609375,3.6339032018144257,0.2453573582921864,,137.40524338055295,111.22389211673149,94.09419233612574,142.5090437646428
2019-07-01,153.44955824725096,11.479430855913208,16.169612272295765,19.295877514857374,10.746279067257003,3.9754516285066543,3.277478047738258,0.18934701219259775,,105.40627421700562,68.35919663133309,115.13231377583178,105.3124406302889,108.12286249896856,12.705279027220406,18.246139135170814,22.089749616339628,8.419834230511182,5.202735513104129,3.6721271659337917,0.6148735199104083,,137.28041586240622,111.16776468589981,94.18504808007633,123.77901273986298
2019-07-02,154.26908751510823,11.551927359650293,16.284535517585862,19.37480055610297,10.676820777447027,4.526281002474941,3.323897775825535,0.16088557501734435,,105.53360032764077,68.4029919214024,115.6030649103842,108.50764519880975,106.03324332089024,12.851914068097713,18.480209844422248,22.251345840911107,8.283878516655484,6.320350358026849,3.7653423287522303,0.5577170009784638,,137.09403744141486,111.09990910665881,94.2659470997626,120.67001105811887
2019-07-03,159.8984883312957,11.774229589610098,16.502708694422942,19.603160583702774,10.894668740539593,4.569346930495088,3.3656128588849477,0.1712369186910534,,105.72066670055085,68.45902439190642,116.10774374155169,115.36053050119972,115.99764296596145,13.206213025407788,19.556615955402723,23.147866416745423,7.92594852715971,7.2888507804310665,3.9419426174273076,0.29582009938471376,,136.94993488717566,111.0690039215358,94.44161735619834,142.49111525217523
2019-07-04,153.24865914412928,11.774229589610098,16.502708694422942,19.603160583702774,10.894668740539593,4.569346930495088,3.3656128588849477,0.1712369186910534,,105.97440912421163,68.51717096629145,116.55243536342037,118.4319481742317,107.40615886199598,13.206213025407788,19.556615955402723,23.147866416745423,7.92594852715971,7.2888507804310665,3.9419426174273076,0.29582009938471376,,137.10529802103846,111.04807200780388,94.53750926528946,149.0979420949979
2019-07-05,152.78049363557608,11.822061370025526,16.510846773034892,19.669163342695573,11.086435917453773,4.2067671841460985,3.163928257302029,0.24571719118715585,,105.97521170187574,68.5720130509617,116.96375587132061,111.34064603692609,104.95312644497562,13.011218383693567,18.851517306692568,22.42570386231082,7.993324449133143,6.491984066847767,3.694215114564603,0.4972573279170778,,136.53843116034778,111.05481554261752,94.58487134633793,170.5538754958162
2019-07-06,154.61690279495014,11.64694436995497,16.437942190166833,19.626030758473668,11.02992925925037,4.511200458911402,3.128405974473103,0.09792493285893933,,106.00985259582774,68.63349164371397,117.39221648017354,126.57418517922507,107.4647839617108,13.531494807014187,19.390951043269954,22.98724798933305,8.404898325807576,6.514837764954917,3.794116942438497,0.7434275136491975,,136.30373603520542,111.06240506971585,94.651077838019,170.92970387164223
2019-07-07,155.0602306966459,12.120211759220268,16.95038919114129,20.11956390751053,11.520702975986708,4.433500900578591,3.0669865193877266,0.24832034897994681,,106.04766923016129,68.67727375359347,117.83303479704318,107.00762445224355,115.19464727807045,13.165138167131275,18.752232547950133,22.280952543964027,8.036434286036908,7.063187380287705,3.8131746132528566,0.643693234263143,,135.77814574256365,111.03293199071769,94.76644091598281,143.36266731065047
2019-07-08,159.97307844190877,11.915287092784133,16.761301921084115,20.007194471453182,11.163904750775199,4.201890997511737,3.1476346918238196,0.19866108774755364,,106.26961365788459,68.73877726389144,118.28839274263868,124.65061787949834,119.57864592890726,12.85380786320205,18.33504870680094,21.813582048308035,7.767531252092885,6.71828354787396,3.7851637406103533,0.7109376268636058,,135.95415334896703,111.02940092404347,94.90328624743903,148.37359844177467
2019-07-09,157.21833005514668,11.60048161716174,16.46485507476967,19.639146607799972,10.884794187556146,4.262630836074233,3.249927258590679,0.3779413235726059,,106.4495951092038,68.78961454732763,118.75582860928135,115.29461312558612,123.97604517268749,12.924124808841885,18.630958157790477,22.0283568814001,7.863646195260121,6.905076920929476,3.7711359423760804,0.7678031956637188,,136.24919236655595,111.04347830784835,95.10263407265995,169.68631162434457
2019-07-10,153.15640110132009,11.73354879684021,16.753925993012643,19.875103512357107,10.785901108485007,4.671728072963277,3.2685282404410376,0.2774022911915974,,106.886793693426,68.83055673620126,119.19035761310836,107.3472762582521,127.80257466643738,13.132848370352267,18.833069102728906,22.06716902570991,7.735879910594767,7.656971064328788,3.7847026810805984,0.5451022349987511,,137.27739305317868,110.96842193926877,95.31572647562685,106.86030823802741
2019-07-11,145.32616443249947,11.798974227239922,16.732704318860602,19.986997314010058,10.944004117587891,4.450073863516457,3.1730990477650156,0.26449194245001806,,106.87740517455606,68.86662078807424,119.55103437219532,112.49010343171429,120.10348176237859,13.307471461822118,18.623157814272663,22.162952507585977,8.521741218161093,7.131939839670665,3.545458621144726,0.6818228707236917,,137.31275642636507,110.91548687453701,95.47840153343729,121.13230038118176
2019-07-12,151.7943353506102,11.617182082079491,16.393140511069504,19.753505218980937,10.795137336984006,4.7306383168790545,3.239194959412517,-0.012908510855424993,,107.0210825652837,68.91549672646346,119.94538420542251,120.01262265067072,122.83740975592848,13.136520699083508,18.265206916474597,21.822244504283606,8.712430522883373,7.276421667936628,3.4452057906323885,0.5310030783914677,,137.60897867477877,110.89380523730723,95.65045019276769,146.02024754698064
2019-07-13,150.39156600731465,11.496465887007524,16.2026639730944,19.639925880386834,10.728603950989024,4.789696750091599,3.1963062571252587,0.043948195457543804,,107.03533581559216,68.95340634102615,120.34677785402117,112.59097185080473,119.84702679107374,13.041592532667456,18.135124452537465,21.70330906800526,8.386195402292751,7.373631769825018,3.5019884932344647,0.5625014058376232,,137.46518482472126,110.86415266324083,95.8171584957614,143.06918582551273
2019-07-14,146.34100755905285,11.505725246152032,16.171070488217953,19.632838733062073,10.497285323082583,4.927355119570898,3.1274015105193786,-0.0824657189058775,,107.01101050165569,68.98858983100669,120.69488142160618,111.57834112931653,117.75617537896449,12.778910909570351,17.67288440774195,21.167015914909683,8.625146223165281,6.935963954690383,3.44993179431643,0.8897422131342925,,137.42946729165732,110.85475966100167,95.95336700678976,144.9972068801531
2019-07-15,149.83324999385124,11.292401375857475,15.856803718081336,19.352601331410035,10.069015346082866,5.022822193836851,3.1432734816096763,-0.18739979887221203,,107.03988771196636,69.02547699046605,121.07658230106692,118.22369061417865,134.06473617883998,12.797670171910514,17.86122048502572,21.368458330294125,8.31786094111413,6.935963954690383,3.5245970584910635,0.952252784946106,,137.800348379595,110.85136732763252,96.2178113645602,155.19144138585057
2019-07-16,141.29219602840882,11.17899216908571,15.284836223821996,18.618197291106718,10.07629126830527,5.066570618633803,3.112994848885675,-0.11772229745756757,,107.04671703872717,69.06737941311374,121.37338898740695,119.17085781621188,123.71045156525646,12.61560450149184,17.55730613412867,20.80062214625824,8.183139001455132,6.482526899778995,3.4686009950117835,1.1967091141338093,,138.25174309314266,110.86334907129496,96.38804154809625,140.6094353894973
2019-07-17,143.03184498057067,10.989360613125076,15.142815979610358,18.540906529677457,9.840411069921506,5.496414192620569,3.180387518107586,-0.16390123309643068,,107.12465810352545,69.09312098646394,121.67829687847211,108.3344082080973,109.02706343647965,12.238607905638354,17.238973829563786,20.632665366341207,7.893311903757727,7.117337685305292,3.5802227386997565,1.0925307930988115,,137.91675041300002,110.83603462598374,96.46577838453072,127.39425850855505
2019-07-18,149.19749786069255,11.09080293396989,15.17575146792456,18.761338583537057,10.04688883875331,5.866807279532615,3.222142068514211,-0.2744776064611987,,107.2688274842545,69.11690245985143,122.04245732522953,102.07580005346801,114.7686221127636,12.414121082851715,16.916137676175968,20.80587093336119,8.386621659443549,7.495717849021943,3.5458473137943036,1.1188189573476004,,137.76949826316672,110.76838563321493,96.59649098635164,105.41646217548717
2019-07-19,147.7597398755052,10.921869827124286,14.865698734862121,18.47638210628977,9.896592866708854,6.203201437439443,3.237086298266445,-0.2251798462271637,,107.3972504099403,69.14076514261423,122.39523082129983,99.60031257196569,115.92734911192922,11.799245971525284,16.14671149414115,20.23992401423529,8.132852444673166,6.714769044430602,3.471175511235214,1.2318631974191918,,137.6067309489888,110.71479981589985,96.74626825035526,111.62221234744072
2019-07-20,150.85186241682257,11.031712672725469,14.883349088202525,18.673893704382884,9.929047077640751,6.28625485828862,3.1943630547358604,-0.04626663672372411,,107.46665360403233,69.19214240354053,122.76627271779792,132.4643993556372,97.34026810345762,11.774361236666198,16.070144990951896,20.114485915382364,8.154618157567306,6.64254424832067,3.4570438053415975,1.5160381017260693,,136.64122444777482,110.69410155893729,96.75297963265305,151.0563245668457
2019-07-21,148.43726789705408,11.081578346024902,15.210928747210172,19.15752036034415,9.724336546893175,6.430481853535275,3.1825008549141387,-0.11546544367748712,,107.5297853657157,69.2281184111914,123.08278035221659,112.60918134279395,99.44523323143659,11.824159231964426,16.09429792888055,20.18760822121013,8.154618157567306,6.185519962352259,3.3675927212563073,1.694185509868995,,135.9915092408956,110.62859591587899,96.777568827301,135.48829523635112
2019-07-22,147.0066586365705,11.306707642577397,15.54732284078173,19.56246932562189,10.020524583686385,6.546182908235543,3.141605642100309,0.03601826872827729,,107.54058669653381,69.26977750528947,123.36423993863352,121.2477396765197,91.10303581657615,11.961395748292492,16.55530843313191,20.87824254489501,8.270686239494118,6.177621386242271,3.4326537850005945,1.7517421622713636,,135.33456448819643,110.57047536603646,96.74190854758022,139.43112793078544
2019-07-23,141.7213512336668,11.796173559819568,16.02132461353807,19.889119660566635,10.566833760552296,6.136826828778896,3.120826783393782,0.12061696149501255,,107.51529666557072,69.2970574050283,123.62330757745173,104.36588555682142,89.45401397557853,12.3609582377465,16.93606399798839,21.211008715713398,8.829928587073654,5.877105328427001,3.3815316601328416,1.9868600541527837,,134.9031340244265,110.47841049134588,96.72351004868023,117.38102835750882
2019-07-24,140.99154871171456,11.927291339122048,16.224354990650557,20.136691120737858,10.849100750404283,6.2715321374202215,3.157905439799169,0.1257410183250096,,107.63671282101956,69.32334213717833,123.8810892769508,107.77005587274253,88.09876948261042,12.638367999433164,17.07788831042358,21.564128115950965,9.144512990325438,6.1237852915484225,3.502960646474973,1.9755904815437209,,134.65969091787335,110.3713516649659,96.65514745525951,112.65826241059078
2019-07-25,140.8725836195628,11.793381543166381,15.947920561844175,20.013099852885773,10.65466568248572,6.083196927912549,3.118517455233194,0.1487836860671221,,107.67370051763167,69.35648430034915,124.15036267597017,115.10117648244815,96.32157350744441,12.232670508794774,16.670820316975508,21.430138283012965,8.091469610651103,5.921230714065651,3.608104677529611,1.9845588382834567,,133.7234107053444,110.32379364651197,96.60558055807407,140.9015930505616
2019-07-26,140.23283036035144,12.143607971270631,16.48709953270757,20.34940143618773,11.155257967529831,6.25066387041977,3.090106267124648,0.3889175223214414,,107.68693112418192,69.39264411687593,124.40315921649629,118.65668000066445,97.10800608881623,12.60573113643444,17.079447175959217,21.330795325803,9.048366040183131,5.583212139254923,3.518107336942067,2.2904156788849717,,133.56456566630138,110.29887477669757,96.5680563932295,155.90969830476817
2019-07-27,137.63639974833194,11.80186626553188,16.237349025095416,20.078576848180575,11.044112271536699,6.210172997511143,3.116058291766066,0.3188207023952172,,107.6756314148021,69.4248814680394,124.63739136880037,118.82612130524252,88.47712065236158,12.658094996291712,17.448895622453776,21.562674639988888,9.354358439807964,5.622866193590981,3.5937396676030575,2.186829090228093,,132.67555414430277,110.24352087754066,96.46715574968314,129.21742087634698
2019-07-28,139.49737662187883,11.610414660776748,16.127782308896577,19.88096879855408,10.768677548415573,6.172281449276773,3.137327597283268,0.26446734414395934,,107.68597354805797,69.46108603116554,124.88187732031486,120.8125314332912,84.94983167254384,12.724240264903619,17.49788833446162,21.62615755569042,9.354358439807964,5.228307311910596,3.489789047339209,2.515017176232903,,130.38727449933972,110.19611677677132,96.33076939730829,151.51415788054052
2019-07-29,139.65538452795033,11.552954095545221,15.89064403520526,19.80666181775923,10.55571704180589,6.57735667011321,3.1465697898562794,0.12277579973045682,,108.64697855945865,69.49923593533885,125.14320248834507,125.35463753768443,87.17789643858688,12.621558000061128,17.296171727837507,21.58931896485985,8.934279884517714,5.57811920145157,3.5130544994219193,2.530704810254547,,130.43096902102164,110.14204678423418,96.24605758456097,141.55789929277907
2019-07-30,140.80117871432836,11.526770252106179,15.798984324782506,19.71207771243677,10.56549716437396,6.498240819279255,3.0428269780876205,0.17413645595460991,,108.65459884401156,69.52602034912397,125.41039800837632,109.52010903745477,87.52129637667159,12.48323308146244,17.042755628798268,21.198332893654005,8.781114676753532,5.7545488773786735,3.508381962145557,2.5359348179696983,,128.17620887969298,110.07961845242366,96.1336984697579,126.93317538751336
2019-07-31,144.07120624977588,11.220484249407559,15.396517742328042,19.25696893051154,10.428934219671081,6.147383648134874,3.0544175458599776,0.29396513209463127,,108.7011421360796,69.56514112179299,125.6660963543919,123.68685524357468,87.04351058500394,11.897976815308265,16.477821906009638,20.57278651314476,8.12264427186471,5.032778759703671,3.5552795100877166,3.002520725692581,,125.11996085944364,110.04146938210191,96.01843759026272,153.1787051774199
2019-08-01,146.15193517572553,10.977551537180297,15.252827281915105,19.10534142792317,9.798111148904521,6.779193572118536,3.255689886867974,0.2608642471023881,,108.75036162760084,69.59512277628473,125.78188168618905,110.87870499106916,94.81015905814357,11.285746699635379,16.054326439710653,19.962451537398195,6.5094967355055156,6.330888884415731,3.817975362957826,2.8404507073777507,,123.73496859563069,109.98147200455249,95.98432431399722,118.69613396944017
2019-08-02,147.0535481001724,10.861678092739169,14.916095607261681,18.777681137606315,9.820855154324516,6.889290260418646,3.238220098633615,0.15606075545295806,,108.81798540974938,69.63653016111941,126.00007889087097,118.07436831929694,97.14355099963228,10.839120135176984,15.040528070492943,18.815325286675133,6.406028015304055,6.2381506652184004,3.8743482558926567,2.7993386801869358,,122.90912195722461,109.95431876527304,95.9562465618687,139.20027162656865
2019-08-03,148.14806731943722,10.915902346434958,14.97021914723744,18.953623911143058,9.864530343353128,6.8354516547542765,3.3138530025292656,0.043369656117775435,,108.8931681161308,69.68357700929779,126.21677828457169,127.42158151078145,97.1043174391467,10.946776204246,15.264949161233465,18.949632934005756,6.595720478143718,6.154426248537881,3.770287210488843,2.8104167710998107,,121.8039819285571,109.94672237689804,95.93652650617,151.59445119112488
2019-08-04,149.6442402684552,10.824704863314306,14.749377715749045,18.665752261175683,9.75554073096876,6.932973143965837,3.3612651615658518,0.03570958132752544,,108.93998546783288,69.7292667731418,126.4237354973441,127.02270123426804,96.22302877639355,10.845831369525483,15.160593466335225,18.815325286675133,6.238251559727481,6.570595879514385,3.8554014100166123,2.4084552967532646,,119.6595320236693,109.87624544148606,95.90899137275406,116.07996620655503
2019-08-05,154.61928449537763,10.208221384563764,14.182528592204857,17.69921988977432,8.926489716252938,7.186402759828248,3.4433383829360897,-0.08443731117858677,,109.242322074491,69.7695524118106,126.66469474595216,119.6414526348522,90.4118668859198,9.166365670453146,13.107708220164893,16.30884390724554,4.452604443260344,7.313036876874079,4.082459469867028,2.0948000545248036,,118.25593273474388,109.77734229284994,95.84617393287422,114.09571661907738
2019-08-06,152.37556854565537,10.645712143845598,14.616381373464993,18.16458681564075,9.308460251934903,7.336782028777322,3.467191409525583,0.01793277727937248,,109.48851764784058,69.81948922179618,126.93385125999521,128.0425254249428,87.61804590927926,9.929130670207552,13.896637332502415,17.27218107445232,5.290979562653564,7.7482951215340545,4.221188881449556,2.1628391448891504,,116.53106613567124,109.74798424583851,95.75373886828092,155.9916109375789
2019-08-07,159.93645938710804,10.662052455951866,14.770865583312776,18.348295964220252,8.943748852700416,7.742083874918393,3.453432055063632,-0.00512458506303215,,109.6101432584613,69.8629725503785,127.22377259254203,116.37351079373181,87.72662663603172,9.859538783351862,13.84384084066368,17.28140591009588,4.672031101368579,8.62711232268698,4.198231931908336,2.1758366466744894,,114.59001784198631,109.67794386448814,95.65943786949451,135.82684018389676
2019-08-08,157.9999325022445,11.200900607731,15.3902952918608,19.067163869504867,9.45934214724109,7.877440481005138,3.478661843285269,0.015372938299829109,,110.03391749279294,69.90618849787884,127.52815168824645,119.0952506259002,86.0043670943384,11.068755253330664,15.175637746375692,18.79251350586866,5.811329017005962,8.741106840305557,4.296622201513567,2.103047941061531,,112.95393501090034,109.57217798753938,95.55844016179013,120.86943174367342
2019-08-09,158.67044770433148,10.66411428825964,14.791720501472106,18.267669979199308,9.11001815318393,7.514120447416972,3.477432642008238,0.08480205921530537,,110.13280746696653,69.94767353375424,127.835619346745,111.8508031216619,88.34373057144194,10.692074936989094,14.708478682105719,18.147873177577267,5.636512025035478,7.909901352030113,4.17973587305418,2.1004812543524487,,111.88119583923265,109.51564113059322,95.49106128075255,136.47328404905062
2019-08-10,154.12752046200896,10.915165957323936,15.162515167494895,18.71418268042495,9.35803019933552,7.3772658163117955,3.392209311015937,0.051352389108272334,,110.17261442890636,69.98834780193144,128.11905541045311,113.3480750935282,81.35279587372229,11.48167885335556,15.95832544800231,19.329501458336694,6.589444747464168,7.511822047470007,4.1275181399301974,2.166046706753466,,110.97826434502704,109.45627896260608,95.35558294943485,143.91684264325062
2019-08-11,155.91919555507067,10.881972664840255,15.063397722232041,18.580745840440006,9.608893144697618,7.004114288342511,3.408745138937719,0.3179268352763387,,110.22500042455503,70.03374988847236,128.41905936605534,129.8255540924272,77.30577609367182,11.399440731477096,15.520921752532812,18.92128726371687,6.804731575005318,7.257604017058172,4.08485752861889,2.3470134486629712,,110.13103461988104,109.36664002998438,95.1773560478737,136.17146735420116
2019-08-12,156.05758132275432,10.577367903305124,14.778641369240564,18.273703354557224,8.982623204443097,7.485264915599088,3.5572128768445177,0.24019086816742252,,110.29802474381557,70.07025459304666,128.73219165741023,114.4630080027163,71.39780343156896,10.719288641801894,14.856199325279974,18.138408706145448,5.777742275962527,7.776468059119557,4.274102480081088,2.2892566955118543,,108.79166270487129,109.25704182775755,94.92350566051873,128.5708108268705
2019-08-13,152.59731154289744,10.903956107858747,15.35795789341674,18.859825114574424,9.123087692014131,7.327277241778196,3.532433466072149,0.31947587794778354,,110.42555042412884,70.11606161817588,129.04011233383065,124.94965149456534,63.428123766733925,11.57689311622927,16.107905462474157,19.60867248407694,6.430636728573735,7.454840247329697,4.200312742431334,2.5148469825979403,,107.53370464830567,109.13036007701544,94.58927316285899,134.67315313103225
